sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.soil.rhizosphere.H.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 2	soil.rhizosphere.H.2	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H7	12.428	14.14	1.587	0.012	0.008	2.4	0.005	0.045	0.042	0.041	0.039	1.643	0.065	0.057	0.05	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.H.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 2	soil.rhizosphere.H.3	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A8	22.053	8.93	0.046	0.022	0.478	1.571	0.014	0.045	0.042	0.041	0.039	0.138	0.111	0.102	0.086	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.I.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 3	soil.rhizosphere.I.1	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B8	5.762	24.9	0.022	0.006	0.273	2	0.003	0.045	0.042	0.041	0.039	0.072	0.053	0.049	0.044	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.I.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 3	soil.rhizosphere.I.2	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C8	4.76	14.52	0.021	0.005	0.238	1.667	0.003	0.045	0.042	0.041	0.039	0.071	0.052	0.049	0.044	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.soil.rhizosphere.I.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	soil	not applicable	rhizosphere soil	rhizosphere soil site 3	soil.rhizosphere.I.3	1/14/19	A horizon soil collected from benath a pine tree directly adjacent to its roots	193	Host-associated	Plant-associated	Plant rhizosphere	urban biome	plant-associated habitat	soil	plant-associated	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	soil.tree.rhizosphere.site.3	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D8	3.725	26.5	0.02	0.004	0.2	2	0.002	0.045	0.042	0.041	0.039	0.069	0.05	0.047	0.043	12201	rhizosphere metagenome	939928	Knight sample set for testing
12201.stool.cat.L.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	8	not applicable	stool	not applicable	cat feces	cat.feces.L	stool.cat.L.1	1/10/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	4	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.L	9685	7	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	G3	41.922	4.05	0.043	0.04	0.93	2.105	0.019	0.045	0.042	0.041	0.039	0.092	0.086	0.064	0.043	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.L.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	8	not applicable	stool	not applicable	cat feces	cat.feces.L	stool.cat.L.2	1/10/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	4	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.L	9685	7	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	H3	24.188	38.67	0.032	0.023	0.719	2.3	0.01	0.045	0.042	0.041	0.039	0.079	0.067	0.053	0.041	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.L.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	8	not applicable	stool	not applicable	cat feces	cat.feces.L	stool.cat.L.3	1/10/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	4	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.L	9685	7	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A4	49.587	38.69	0.047	0.049	1.043	2.13	0.023	0.045	0.042	0.041	0.039	0.099	0.098	0.071	0.046	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.M.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	9	not applicable	stool	not applicable	cat feces	cat.feces.M	stool.cat.M.1	1/18/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	2.5	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.M	9685	4	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B4	27.274	51.21	0.037	0.027	0.73	2.077	0.013	0.045	0.042	0.041	0.039	0.085	0.072	0.057	0.042	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.M.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	9	not applicable	stool	not applicable	cat feces	cat.feces.M	stool.cat.M.2	1/18/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	2.5	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.M	9685	4	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	D4	59.212	28.15	0.051	0.058	1.137	2.148	0.027	0.045	0.042	0.041	0.039	0.101	0.105	0.073	0.044	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.M.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	9	not applicable	stool	not applicable	cat feces	cat.feces.M	stool.cat.M.3	1/18/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	2.5	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.M	9685	4	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	E4	28.474	41.84	0.034	0.028	0.824	2.154	0.013	0.045	0.042	0.041	0.039	0.084	0.075	0.059	0.044	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.N.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	10	not applicable	stool	not applicable	cat feces	cat.feces.N	stool.cat.N.1	1/22/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	6	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.N	9685	7	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F4	12.067	52.49	0.037	0.012	0.324	1.714	0.007	0.045	0.042	0.041	0.039	0.087	0.059	0.053	0.044	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.N.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	10	not applicable	stool	not applicable	cat feces	cat.feces.N	stool.cat.N.2	1/22/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	6	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.N	9685	7	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	G4	8.105	23.5	0.031	0.008	0.258	1.6	0.005	0.045	0.042	0.041	0.039	0.078	0.052	0.048	0.041	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.cat.N.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	10	not applicable	stool	not applicable	cat feces	cat.feces.N	stool.cat.N.3	1/22/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	USA:CA:San Diego	6	years	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	cat.N	9685	7	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	H4	9.087	31.55	0.032	0.009	0.281	1.8	0.005	0.045	0.042	0.041	0.039	0.08	0.054	0.049	0.042	12201	feline metagenome	1899496	Knight sample set for testing
12201.stool.human.A.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	stool	not applicable	human feces	human.feces.A	stool.human.A.1	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	31	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	A1	44.497	61.35	0.056	0.044	0.786	2.316	0.019	0.045	0.042	0.041	0.039	0.133	0.118	0.092	0.071	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.A.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	stool	not applicable	human feces	human.feces.A	stool.human.A.2	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	31	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	B1	28.304	61.84	0.037	0.028	0.757	2.154	0.013	0.045	0.042	0.041	0.039	0.083	0.071	0.055	0.04	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.A.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	1	not applicable	stool	not applicable	human feces	human.feces.A	stool.human.A.3	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	31	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	human.A	9606	70	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	C1	59.151	53.85	0.059	0.058	0.983	2.148	0.027	0.045	0.042	0.041	0.039	0.111	0.107	0.075	0.046	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.B.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	stool	not applicable	human feces	human.feces.B	stool.human.B.1	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	33	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	D1	38.637	27.49	0.053	0.038	0.717	1.9	0.02	0.045	0.042	0.041	0.039	0.105	0.087	0.068	0.046	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.B.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	stool	not applicable	human feces	human.feces.B	stool.human.B.2	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	33	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	E1	29.565	27.02	0.045	0.029	0.644	1.813	0.016	0.045	0.042	0.041	0.039	0.096	0.077	0.063	0.045	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.B.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	stool	not applicable	human feces	human.feces.B	stool.human.B.3	1/9/19	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	33	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	TRUE	F1	43.468	22.44	0.063	0.042	0.667	1.826	0.023	0.045	0.042	0.041	0.039	0.12	0.096	0.076	0.051	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.1	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	G1	42.98	20.28	0.051	0.041	0.804	2.05	0.02	0.045	0.042	0.041	0.039	0.105	0.092	0.07	0.048	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.2	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	A2	46.528	34.21	0.06	0.046	0.767	2.091	0.022	0.045	0.042	0.041	0.039	0.116	0.099	0.074	0.05	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.G.3.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	3	not applicable	stool	not applicable	human feces	human.feces.G	stool.human.G.3	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	25	years	UBERON:feces	24.2	UBERON:feces	UBERON:feces	human	165	cm	adult	Homo sapiens	human.G	9606	66	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	B2	44.689	32.59	0.063	0.044	0.698	2.095	0.021	0.045	0.042	0.041	0.039	0.118	0.096	0.072	0.049	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.H.1.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	stool	not applicable	human feces	human.feces.H	stool.human.H.1	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	57	years	UBERON:feces	33.1	UBERON:feces	UBERON:feces	human	163	cm	adult	Homo sapiens	human.H	9606	88	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	C2	20.199	33.31	0.037	0.02	0.541	2.222	0.009	0.045	0.042	0.041	0.039	0.085	0.065	0.053	0.042	12201	human gut metagenome	408170	Knight sample set for testing
12201.stool.human.H.2.zymo.H	not applicable	1	Zymo MagBead	Zymo MagBead	zymo	Zymo	not applicable	not applicable	high	high	not applicable	not applicable	4	not applicable	stool	not applicable	human feces	human.feces.H	stool.human.H.2	7/18/18	Swabbed fecal material	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	not applicable	USA:CA:San Diego	57	years	UBERON:feces	33.1	UBERON:feces	UBERON:feces	human	163	cm	adult	Homo sapiens	human.H	9606	88	kg	female	32.5	-117.25	UCSDMI	TRUE	TRUE	D2	12.973	19.35	0.031	0.013	0.419	2.167	0.006	0.045	0.042	0.041	0.039	0.078	0.057	0.049	0.041	12201	human gut metagenome	408170	Knight sample set for testing
